"";"X";"Data.mostreig";"darrers_14";"darrers_7";"set_i_set";"mitjana_7";"N1.Concentracio.final";"Cabal.influent.últimes.24h.calculat";"Laboratori";"EDAR";"load_N1";"log_14";"log_7";"log_7_7";"log_mean_7";"log_N1";"sim_median_1_5";"sim_median_2_4";"sim_median_3_3";"sim_median_4_2";"sim_median_5_1"
"102";102;"2020-08-10";533;227;426;32,43;20351,65;39379;"UB_Girones";"DSFL";801427625350;2,72672720902657;2,35602585719312;2,62940959910272;1,51094694867297;11,9038643085612;3498099,81640511;420468,821425364;47774,6527563471;5451,97842860152;651,517599993005
"103";103;"2020-08-10";3892;1812;3795;258,86;198066,65;281022;"UB_Girones";"DBSS";55661086116300;3,59017283159631;3,25815819334079;3,5792117802315;2,41306494683741;13,7455516764808;243689433,788436;29226765,8796632;3294917,35669635;376922,880755007;44992,7073207175
"104";104;"2020-08-10";66;30;71;4,29;23927,39;15652;"UB_Girones";"DVLG";374511508280;1,81954393554187;1,47712125471966;1,85125834871908;0,632457292184724;11,5734651675781;1644262,50031695;194857,840914296;22297,724658192;2533,05859374312;304,86074483638
"105";105;"2020-08-10";206;123;242;17,57;22858,29;21018;"UB_Girones";"DMAT";480435539220;2,31386722036915;2,0899051114394;2,38381536598043;1,24477176149529;11,6816351259504;2101095,62871806;252885,881095126;28561,5394692737;3240,18280546508;389,967452359243
"106";106;"2020-08-10";109;59;126;8,43;6922,76;24913;"UB_Girones";"DVIC";172466719880;2,03742649794062;1,77085201164214;2,10037054511756;0,925827574624742;11,2367053036592;750956,093554146;90598,4787459138;10237,2962123167;1170,30506881217;140,273991552908
"107";107;"2020-08-10";569;327;617;46,71;24600,2;34258,9;"UB_Girones";"DTRS";842775791780;2,75511226639507;2,51454775266029;2,79028516403324;1,66940986728778;11,9257120522714;3661410,50281081;442777,956784069;49932,5405519051;5653,45151979183;685,655676349915
"108";108;"2020-08-10";16;7;21;1;4155,24;23558;"UB_Girones";"DPAM";97889143920;1,20411998265592;0,845098040014257;1,32221929473392;0;10,9907345304439;426736,044300429;51249,9280772573;5843,69454393027;663,170352428858;79,6885126556716
"109";109;"2020-08-10";48;28;47;4;19900,04;14482;"UB_Girones";"DOLO";288192379280;1,68124123737559;1,44715803134222;1,67209785793572;0,602059991327962;11,4596824925071;1259499,65485533;151467,047614174;17198,6305365701;1955,74616799589;233,352614015958
"110";110;"2020-08-10";4;2;2;0,29;5656,18;5694;"UB_Girones";"DRIP";32206288920;0,602059991327962;0,301029995663981;0,301029995663981;-0,537602002101044;10,5079406846328;140476,347219329;16945,8935360019;1908,29172353122;217,132709656045;26,268725905467
"111";111;"2020-08-10";32;10;23;1,43;46422,83;10808;"UB_Girones";"DBLN";501737946640;1,50514997831991;1;1,36172783601759;0,155336037465062;11,7004769481339;2202206,68875742;263046,558461226;29883,8284236045;3388,55102005514;407,899971548856
"112";112;"2020-08-03";37;8;27;1,14;1482,3;11912;"Virus Entèrics-UB";"DBAY";17657157600;1,56820172406699;0,903089986991944;1,43136376415899;0,0569048513364726;10,2469207933532;77310,9005741763;9248,96494943053;1046,8043554063;119,967965396578;14,3643951299342
"113";113;"2020-08-03";143;75;165;10,71;3428,54;43974;"Virus Entèrics-UB";"DGIR";150766617960;2,15533603746506;1,8750612633917;2,21748394421391;1,02978947083186;11,1783051927231;657702,370681012;78719,7663617543;9003,77296791468;1025,91840122136;121,961001837355
"114";114;"2020-08-03";242;161;437;23;2741,18;27776;"Virus Entèrics-UB";"DGRA";76139015680;2,38381536598043;2,20682587603185;2,64048143697042;1,36172783601759;10,8816072579852;334106,093168224;39967,9301631824;4521,8962921838;513,676429691363;61,4351255267434
"115";115;"2020-08-03";299;125;311;17,86;5854,12;27565;"Virus Entèrics-UB";"DLLL";161368817800;2,47567118832443;2,09691001300806;2,49276038902684;1,25188145455253;11,2078196173394;704259,73956627;84635,8919938121;9611,56261384383;1087,76407027115;131,490019555796
"116";116;"2020-08-03";106;59;125;8,43;16902,78;14547;"Virus Entèrics-UB";"DVDP";245884740660;2,02530586526477;1,77085201164214;2,09691001300806;0,925827574624742;11,390731577731;1077580,83598413;128504,429196424;14639,7935101887;1660,06410286968;198,826792762389
"117";117;"2020-08-03";15;10;11;1,43;79012,88;5145,21;"Virus Entèrics-UB";"DBER";406537860304,8;1,17609125905568;1;1,04139268515823;0,155336037465062;11,6091009970538;1774321,52990683;212793,330771349;24214,8174780709;2756,93767386783;330,473979962188
"118";118;"2020-08-03";177;118;217;16,86;7790,85;25478;"Virus Entèrics-UB";"DRUB";198495276300;2,24797326636181;2,07188200730613;2,33645973384853;1,22685757028872;11,2977501760802;868947,397647501;103436,769871442;11818,4332227373;1344,10145867095;160,569817642893
"119";119;"2020-08-03";47;27;46;3,86;2873,15;7982;"Virus Entèrics-UB";"DMRT";22933483300;1,67209785793572;1,43136376415899;1,66275783168157;0,586587304671755;10,3604700234642;100641,619223875;12075,8297299464;1361,16852345273;154,765776581895;18,6551382666374
"120";120;"2020-08-10";67;27;70;3,86;1253,04;5437;"EURECAT";"DTOT";6812778480;1,82607480270083;1,43136376415899;1,84509804001426;0,586587304671755;9,83332426792403;29771,2776209755;3573,76483325179;404,440750167874;46,1955056135178;5,53211390909032
"121";121;"2020-08-10";94;55;219;7,86;3081,81;18643;"EURECAT";"DRUS";57454183830;1,9731278535997;1,74036268949424;2,34044411484012;0,895422546039408;10,7593216596235;250784,684867081;30263,3710960575;3423,51468957527;390,734628164385;46,3310645111699
"122";122;"2020-08-10";581;240;437;34,29;9398,58;65984;"EURECAT";"DLLE";620155902720;2,76417613239033;2,38021124171161;2,64048143697042;1,53516748511494;11,7925008817235;2703029,93350608;324018,704590805;37198,8653069964;4171,46349998336;505,26279468866
"123";123;"2020-08-17";35;17;42;2,43;43227,92;6268;"UB_Girones";"DMAN";270952602560;1,54406804435028;1,23044892137827;1,6232492903979;0,385606273598312;11,4328933268635;1186197,43295231;141999,879474465;16114,819036192;1826,72054508702;219,877769005869
"124";124;"2020-08-17";58;24;61;3,43;11840,39;21330;"UB_Girones";"DIGU";252555518700;1,76342799356294;1,38021124171161;1,78532983501077;0,535294120042771;11,4023568629088;1106281,59263134;132428,707489233;15021,3440435928;1722,70079020709;205,469691080393
"125";125;"2020-08-17";99;59;110;8,43;11433,16;21344;"UB_Girones";"DMAS";244029367040;1,99563519459755;1,77085201164214;2,04139268515822;0,925827574624742;11,3874420934534;1070766,41739359;128601,833828272;14546,8584878406;1652,5306767264;197,838399342486
"126";126;"2020-08-17";8;3;6;0,43;15563,25;2088;"UB_Girones";"DSLL";32496066000;0,903089986991944;0,477121254719662;0,778151250383644;-0,366531544420413;10,5118307881203;142140,653038416;17017,7472680425;1931,89603608384;219,985023831935;26,4395196476295
"127";127;"2020-08-17";506;245;519;35;72210,2;40600;"UB_Girones";"DGVC";2931734120000;2,7041505168398;2,38916608436453;2,71516735784846;1,54406804435028;12,4671245814354;12841699,4341312;1527805,46983728;174284,609764566;19918,4397293712;2373,80599845
"128";128;"2020-08-17";426;199;439;28,43;246770,74;41058;"UB_Girones";"DSFL";10131913042920;2,62940959910272;2,29885307640971;2,64246452024212;1,45377685969044;13,0056914538048;44229670,1373404;5305997,78509672;604837,921804993;68633,2929685307;8255,16522803712
"129";129;"2020-08-17";3795;1983;3968;283,29;166367,34;281533;"UB_Girones";"DBSS";46837896332220;3,5792117802315;3,2973227142053;3,59857166348214;2,45223124440582;13,670597381024;205537950,765919;24541263,6064558;2792005,12254783;319734,459962593;38063,5401537025
"130";130;"2020-08-17";71;41;92;5,86;7811,85;15652;"UB_Girones";"DVLG";122271076200;1,85125834871908;1,61278385671974;1,96378782734556;0,767897616018091;11,0873237347767;537247,523922372;64648,6172995864;7266,29089706997;823,839646297925;99,4201276288188
"131";131;"2020-08-17";242;119;305;17;105715,55;21700;"UB_Girones";"DMAT";2294027435000;2,38381536598043;2,07554696139253;2,48429983934679;1,23044892137827;12,3605986074614;10083723,3967099;1205555,40906565;136543,430310236;15468,1971855467;1864,00720526325
"132";132;"2020-08-17";126;67;137;9,57;18961,89;20481;"UB_Girones";"DVIC";388358469090;2,10037054511756;1,82607480270083;2,13672056715641;0,980911937776844;11,589232780429;1697775,29806985;203112,924628849;23172,4846033367;2631,54376459551;315,283872157926
"133";133;"2020-08-17";617;290;529;41,43;82815,77;36745,3;"UB_Girones";"DTRS";3043090313381;2,79028516403324;2,46239799789896;2,72345567203519;1,61731493329829;12,4833148416191;13324932,4926329;1592399,26094728;181713,741412341;20654,4037387212;2475,99012346419
"134";134;"2020-08-17";64;37;83;5,29;17613,19;13480;"UB_Girones";"DCPA";237425801200;1,80617997398389;1,56820172406699;1,91907809237607;0,723455672035186;11,3755279122172;1036956,52976436;124050,184866985;14097,0756431362;1601,84176241786;192,322537236185
"135";135;"2020-08-17";47;19;61;2,71;10909,82;14575;"UB_Girones";"DOLO";159010626500;1,67209785793572;1,27875360095283;1,78532983501077;0,432969290874406;11,2014261486984;694409,914914087;83537,1855997064;9506,18071939664;1073,21092183001;129,180083037502
"136";136;"2020-08-17";43;19;30;2,71;22630,89;14000;"UB_Girones";"DLDM";316832460000;1,63346845557959;1,27875360095283;1,47712125471966;0,432969290874406;11,5008296693717;1384626,66988117;166599,658518879;18867,1436438857;2148,81004740242;256,430733591202
"137";137;"2020-08-17";18;9;13;1,29;1260,08;10483;"Virus Entèrics-UB";"DRSS";13209418640;1,25527250510331;0,954242509439325;1,11394335230684;0,110589710299249;10,1208837042916;57772,7689108728;6895,02836301999;788,734858814073;89,3871154667437;10,7309388208906
"138";138;"2020-08-17";29;10;16;1,43;17152,83;9891;"Virus Entèrics-UB";"DBAY";169658641530;1,46239799789896;1;1,20411998265592;0,155336037465062;11,2295759852497;741680,305675494;88728,1503931115;10131,1040019264;1144,68131178608;137,846686016631
"139";139;"2020-08-17";568;292;578;41,71;7180,84;19206;"Virus Entèrics-UB";"DGRA";137915213040;2,75434833571102;2,46538285144842;2,76192783842053;1,62024018984583;11,1396121746234;603440,68649655;72270,5462499519;8234,11965463211;933,838812489833;112,568548739
"140";140;"2020-08-17";339;153;269;21,86;4297,72;28289;"Virus Entèrics-UB";"DLLL";121578201080;2,53019969820308;2,1846914308176;2,42975228000241;1,33965015761368;11,0848557131;532007,778439689;63907,4042547821;7274,51863330018;820,736394866701;98,9826269048889
"141";141;"2020-08-17";107;41;92;5,86;7846,39;14547;"Virus Entèrics-UB";"DVDP";114141435330;2,02938377768521;1,61278385671974;1,96378782734556;0,767897616018091;11,0574433295059;498839,65878317;59602,6146850065;6803,81680823412;765,829046675025;92,3366587261681
"142";142;"2020-08-17";215;116;271;16,57;13379,67;23398;"Virus Entèrics-UB";"DRUB";313057518660;2,33243845991561;2,06445798922692;2,43296929087441;1,21932250841934;11,4956241386381;1369912,35997331;164952,490737803;18709,9500635818;2129,01865125883;254,429344133355
"143";143;"2020-08-17";30;11;22;1,57;15558,11;6998;"Virus Entèrics-UB";"DMRT";108875653780;1,47712125471966;1,04139268515823;1,34242268082221;0,195899652409234;11,0369307758889;476577,072419397;56955,2426192914;6469,84650397974;734,809154146311;88,3344759292654
"144";144;"2020-08-17";5;1;16;0,14;3442,39;9739;"Virus Entèrics-UB";"DPUI";33525436210;0,698970004336019;0;1,20411998265592;-0,853871964321762;10,5253744373026;146577,409088797;17502,3519455207;2001,20913182294;225,019606698944;27,1881465350558
"145";145;"2020-08-17";89;44;96;6,29;3965,42;19749;"Virus Entèrics-UB";"DABR";78313079580;1,94939000664491;1,64345267648619;1,98227123303957;0,798650645445269;10,8938343024798;342244,565698174;40901,5006215608;4657,88826503753;531,530201525127;63,3018307866531
"146";146;"2020-08-17";622;280;551;40;8246,94;21691;"Virus Entèrics-UB";"DSRS";178884375540;2,79379038469082;2,44715803134222;2,74115159885178;1,60205999132796;11,2525724092477;780543,949082134;93835,0756228597;10659,6558056874;1215,51254325918;145,006127582743
"147";147;"2020-08-17";117;76;155;10,86;17338,4;7420;"EURECAT";"DBAL";128650928000;2,06818586174616;1,88081359228079;2,19033169817029;1,03582982525283;11,1094129232617;561863,572565842;67377,7081815601;7649,15741286087;871,184709289673;104,402817616877
"148";148;"2020-08-17";24;11;23;1,57;96456,31;1812;"EURECAT";"DBBL";174778833720;1,38021124171161;1,04139268515823;1,36172783601759;0,195899652409234;11,2424888370215;762392,762556944;90854,9953698926;10420,9373380784;1182,38262048383;141,584257477503
"149";149;"2020-08-17";437;197;389;28,14;12135,43;67815;"EURECAT";"DLLE";822964185450;2,64048143697042;2,29446622616159;2,58994960132571;1,44932409309873;11,9153809355769;3590938,41260662;433773,726229048;49183,1160207673;5568,66432798146;668,034638768889
"150";150;"2020-08-17";33;31;76;4,43;11466,64;3922;"EURECAT";"DMOF";44972162080;1,51851393987789;1,49136169383427;1,88081359228079;0,64640372622307;10,6529437671953;197063,175464494;23529,8893081964;2678,56592582268;303,684630920288;36,2642324684965
"151";151;"2020-08-17";219;164;423;23,43;21835,93;18037;"EURECAT";"DRUS";393854669410;2,34044411484012;2,2148438480477;2,62634036737504;1,36977228859696;11,5953359986868;1721559,87367473;206712,796992156;23312,1510966161;2666,757617228;319,096323041352
"152";152;"2020-08-17";4;2;5;0,29;7811,71;2348;"EURECAT";"DSOL";18341895080;0,602059991327962;0,301029995663981;0,698970004336019;-0,537602002101044;10,2634442048492;80465,3038927597;9667,43465362795;1099,93662606105;123,780478290755;14,8208049770104
"153";153;"2020-08-17";70;43;72;6,14;48485,51;4946;"EURECAT";"DTOT";239809332460;1,84509804001426;1,63346845557959;1,85733249643127;0,788168371141168;11,3798660801682;1047293,86617106;125891,195285246;14261,7982801098;1627,37113287295;194,233090720497
"154";154;"2020-08-17";43;27;61;3,86;5859,72;31660,1;"EURECAT";"DVLC";185519321172;1,63346845557959;1,43136376415899;1,78532983501077;0,586587304671755;11,2683891465194;807065,956293519;97688,4119073513;11046,7598040224;1250,54667260451;150,890665997787
"155";155;"2020-08-24";42;25;52;3,57;204113,55;6091;"UB_Girones";"DMAN";1243255633050;1,6232492903979;1,39794000867204;1,7160033436348;0,552668216112193;12,0945604356477;5440014,7881269;652289,129625986;73555,6155659216;8474,86141718863;1008,6265305673
"156";156;"2020-08-24";61;37;88;5,29;7116,67;19130;"UB_Girones";"DIGU";136141897100;1,78532983501077;1,56820172406699;1,94448267215017;0,723455672035186;11,1339917980852;595913,788893151;71849,0515072173;8175,3437503615;919,325812630939;110,517839104064
"157";157;"2020-08-24";110;51;133;7,29;81448,32;21398;"UB_Girones";"DMAS";1742831151360;2,04139268515822;1,70757017609794;2,12385164096709;0,862727528317975;12,2412553139117;7626061,86906982;910522,214320778;104061,325407561;11851,4295459294;1419,88044173901
"158";158;"2020-08-24";6;3;7;0,43;22073,47;2003;"UB_Girones";"DSLL";44213160410;0,778151250383644;0,477121254719662;0,845098040014257;-0,366531544420413;10,6455515599085;192836,690902585;23174,0897413901;2633,82275989306;300,057131089871;35,8067609101097
"159";159;"2020-08-24";519;274;631;39,14;117950,13;42083;"UB_Girones";"DGVC";4963695320790;2,71516735784846;2,43775056282039;2,80002935924413;1,59262082132198;12,6958051159853;21715807,347315;2602706,35003108;293176,570795985;33761,1283944663;4018,791584792
"160";160;"2020-08-24";439;240;517;34,29;26911,08;44340;"UB_Girones";"DSFL";1193237287200;2,64246452024212;2,38021124171161;2,71349054309394;1,53516748511494;12,0767268160713;5248513,04514213;625519,712881203;70930,0336422552;8027,34046335737;967,069933547047
"161";161;"2020-08-24";3968;1985;4018;283,57;162229,21;294440;"UB_Girones";"DBSS";47766768592400;3,59857166348214;3,29776051109913;3,60400993241223;2,45266028319785;13,6791258623854;208298906,988484;24998164,5806561;2856104,29123196;325823,032845384;38599,4411630867
"162";162;"2020-08-24";92;51;119;7,29;1461,36;16002;"UB_Girones";"DVLG";23384682720;1,96378782734556;1,70757017609794;2,07554696139253;0,862727528317975;10,3689314818396;102835,147190506;12229,7998153126;1389,22606576399;159,964483265322;18,9066227375043
"163";163;"2020-08-24";305;186;396;26,57;17571,08;22524;"UB_Girones";"DMAT";395771005920;2,48429983934679;2,26951294421792;2,59769518592551;1,42439155441028;11,597443974736;1730086,29509463;207363,648437065;23651,3196155879;2668,55727799116;319,87296248309
"164";164;"2020-08-24";137;70;186;10;47118,71;19608;"UB_Girones";"DVIC";923903665680;2,13672056715641;1,84509804001426;2,26951294421792;1;11,9656266902194;4048466,35531814;482913,167304453;55165,2370302197;6256,17077538532;745,405402183927
"165";165;"2020-08-24";529;239;468;34,14;79629,74;35689,8;"UB_Girones";"DTRS";2841969494652;2,72345567203519;2,37839790094814;2,67024585307412;1,53326351677871;12,4536194119534;12414261,1893153;1490632,00737727;169745,892815578;19113,8853974885;2304,4778568689
"166";166;"2020-08-24";45;31;66;4,43;5940,12;20431;"UB_Girones";"DPAM";121362591720;1,65321251377534;1,49136169383427;1,81954393554187;0,64640372622307;11,0840848423146;532913,017427179;63500,2723835748;7242,05097140805;821,899892925081;98,4678784359419
"167";167;"2020-08-24";61;42;66;6;4560,88;14268;"UB_Girones";"DOLO";65074635840;1,78532983501077;1,6232492903979;1,81954393554187;0,778151250383644;10,8134117464606;284682,836594673;34151,3890570088;3867,26826202681;438,517810638398;52,8440279515037
"168";168;"2020-08-24";33;20;48;2,86;1494,72;10118;"UB_Girones";"DBLN";15123576960;1,51851393987789;1,30102999566398;1,68124123737559;0,456366033129043;10,1796545206802;66153,0215586462;7902,10719978256;902,529973781464;101,953766038339;12,2694607078319
"169";169;"2020-08-24";76;34;60;4,86;4220,32;5138;"EURECAT";"DTOT";21684004160;1,88081359228079;1,53147891704226;1,77815125038364;0,686636269262293;10,3361394819264;94806,8081936952;11361,4024459177;1297,34435980489;147,400717776425;17,6304296590315
"170";170;"2020-08-24";436;249;442;35,57;5655,85;16612;"EURECAT";"DRUS";93954980200;2,63948648926859;2,39619934709574;2,64542226934909;1,55108386518578;10,9729198053632;410424,632729135;49416,0930598548;5599,43268265691;639,415759026819;76,0581926887419
"171";171;"2020-08-24";71;52;77;7,43;6224,65;24499;"EURECAT";"DFON";152497700350;1,85125834871908;1,7160033436348;1,88649072517248;0,870988813760575;11,183263294615;666436,339437452;80512,9177281111;9102,66468495183;1035,97837807109;123,71231277894
"172";172;"2020-08-24";22;13;34;1,86;21126,34;2627;"EURECAT";"DBBL";55498895180;1,34242268082221;1,11394335230684;1,53147891704226;0,269512944217916;10,7442843376811;241784,075182003;29184,5833885248;3296,81697744348;377,955697497488;44,88575473017
"173";173;"2020-08-24";67;39;63;5,57;219360,29;12960;"Virus Entèrics-UB";"DFIG";2842909358400;1,82607480270083;1,5910646070265;1,79934054945358;0,745855195173729;12,453763013129;12440700,1520543;1489493,803554;169231,883594708;19257,8562754529;2303,61701680574
"174";174;"2020-08-24";16;6;20;0,86;57044,06;9988;"Virus Entèrics-UB";"DBAY";569756071280;1,20411998265592;0,778151250383644;1,30102999566398;-0,0655015487564323;11,755688961688;2486674,19564524;298923,810961841;33828,5942860458;3863,49099469467;463,549331590401
"175";175;"2020-08-24";371;228;456;32,57;545143,5;41032;"Virus Entèrics-UB";"DGIR";22368328092000;2,56937390961505;2,35793484700045;2,65896484266443;1,51281775856487;13,3496335242149;97673829,7015762;11718978,0072399;1326083,86304328;151118,430964378;18099,2785425298
"176";176;"2020-08-24";578;286;576;40,86;1338313,93;18945;"Virus Entèrics-UB";"DGRA";25354357403850;2,76192783842053;2,45636603312904;2,76042248342321;1,61129836229643;13,4040526080017;111222332,219648;13293664,9693915;1500472,41994292;171632,759007028;20498,6543485511
"177";177;"2020-08-24";693;330;636;47,14;215472,04;29837;"Virus Entèrics-UB";"DMDV";6429039257480;2,84073323461181;2,51851393987789;2,80345711564841;1,67338957818831;12,808146077691;28177478,3582771;3366281,22710686;384614,067504353;43601,1558856042;5197,92249501756
